"Gene.ID","log2.FC.","P.adj","Gene.type","change"
"ENSG00000296127",2.05573067,3.89301097527813e-12,"lncRNA","Upregulated"
"ENSG00000299452",1.862646587,6.83239677976697e-12,"lncRNA","Upregulated"
"ENSG00000258667",1.752190094,7.60319309573609e-12,"lncRNA","Upregulated"
"ENSG00000226851",2.4301691,1.01706472505444e-11,"lncRNA","Upregulated"
"ENSG00000310289",2.98741925,1.37424377214188e-11,"lncRNA","Upregulated"
"ENSG00000309542",2.864690693,1.68413225133038e-11,"lncRNA","Upregulated"
"ENSG00000272078",2.35022623,1.73356529498326e-11,"lncRNA","Upregulated"
"ENSG00000271913",1.785538962,2.59290804439578e-11,"lncRNA","Upregulated"
"ENSG00000228318",3.209508511,2.6342479937973e-11,"lncRNA","Upregulated"
"ENSG00000289197",3.166112077,3.43061435210321e-11,"lncRNA","Upregulated"
"ENSG00000178803",3.854437128,4.86162193032555e-11,"lncRNA","Upregulated"
"ENSG00000266970",2.59058203,4.99466164973952e-11,"lncRNA","Upregulated"
"ENSG00000287393",2.602105923,5.40728117376338e-11,"lncRNA","Upregulated"
"ENSG00000257556",2.914617172,5.7921244310713e-11,"lncRNA","Upregulated"
"ENSG00000224961",2.655836658,6.04585025935212e-11,"lncRNA","Upregulated"
"ENSG00000236546",-2.911507893,6.10393622686907e-11,"lncRNA","Downregulated"
"ENSG00000302712",2.258542086,6.40097433040155e-11,"lncRNA","Upregulated"
"ENSG00000262732",-1.383638398,7.53299902917429e-11,"lncRNA","Downregulated"
"ENSG00000258740",-2.786924157,1.14329538427479e-10,"lncRNA","Downregulated"
"ENSG00000246375",3.071539271,1.23810345708894e-10,"lncRNA","Upregulated"
"ENSG00000258738",1.978975707,1.36505741712704e-10,"lncRNA","Upregulated"
"ENSG00000248996",-1.183944681,1.46160429477499e-10,"lncRNA","Downregulated"
"ENSG00000273485",-2.277127141,1.75889001839926e-10,"lncRNA","Downregulated"
"ENSG00000289727",-1.893111544,1.84606857423079e-10,"lncRNA","Downregulated"
"ENSG00000301524",2.555832646,1.84606857423079e-10,"lncRNA","Upregulated"
"ENSG00000295625",3.678550309,1.86811979137976e-10,"lncRNA","Upregulated"
"ENSG00000301028",-2.328310695,1.88987792311645e-10,"lncRNA","Downregulated"
"ENSG00000273013",-2.03677632,3.29409803751416e-10,"lncRNA","Downregulated"
"ENSG00000273472",2.571024783,3.86402500275989e-10,"lncRNA","Upregulated"
"ENSG00000271086",2.837250168,4.58095098358669e-10,"lncRNA","Upregulated"
"ENSG00000309524",4.911690468,4.95297810204034e-10,"lncRNA","Upregulated"
"ENSG00000245975",-1.647069099,5.2627195458685e-10,"lncRNA","Downregulated"
"ENSG00000302563",2.97866434,5.29938535198144e-10,"lncRNA","Upregulated"
"ENSG00000267387",1.641593237,6.22311971956368e-10,"lncRNA","Upregulated"
"ENSG00000305971",3.191479282,6.29663996767221e-10,"lncRNA","Upregulated"
"ENSG00000304354",3.52598899,7.01357937325135e-10,"lncRNA","Upregulated"
"ENSG00000309889",3.476045468,7.02510502770003e-10,"lncRNA","Upregulated"
"ENSG00000301581",4.222512221,7.52201684629503e-10,"lncRNA","Upregulated"
"ENSG00000305300",2.809024108,7.75052829210149e-10,"lncRNA","Upregulated"
"ENSG00000305079",2.159904005,1.06617405327966e-09,"lncRNA","Upregulated"
"ENSG00000298199",2.800379783,1.17136885451596e-09,"lncRNA","Upregulated"
"ENSG00000267607",2.116527949,1.22796786018412e-09,"lncRNA","Upregulated"
"ENSG00000233237",1.420741326,1.30057751165105e-09,"lncRNA","Upregulated"
"ENSG00000300878",-1.887753372,1.44500662964759e-09,"lncRNA","Downregulated"
"ENSG00000300168",1.654917533,1.52056570502597e-09,"lncRNA","Upregulated"
"ENSG00000308860",1.165261004,1.52174822537517e-09,"lncRNA","Upregulated"
"ENSG00000287613",-3.13543678,1.60929871213501e-09,"lncRNA","Downregulated"
"ENSG00000234772",3.471515191,1.64465848487802e-09,"lncRNA","Upregulated"
"ENSG00000297790",1.415317534,1.65536122009356e-09,"lncRNA","Upregulated"
"ENSG00000251139",2.521986467,1.86905358353994e-09,"lncRNA","Upregulated"
"ENSG00000225886",3.842214367,2.42901887034492e-09,"lncRNA","Upregulated"
"ENSG00000251034",1.707180133,2.63295081572167e-09,"lncRNA","Upregulated"
"ENSG00000278058",-1.728363085,2.87088497382865e-09,"lncRNA","Downregulated"
"ENSG00000230943",4.896305028,3.22846553467057e-09,"lncRNA","Upregulated"
"ENSG00000286248",1.988520594,4.15071860210445e-09,"lncRNA","Upregulated"
"ENSG00000286116",1.741686368,5.41593227374876e-09,"lncRNA","Upregulated"
"ENSG00000286488",2.410299691,5.435543167125e-09,"lncRNA","Upregulated"
"ENSG00000287543",1.924278231,6.91280310001742e-09,"lncRNA","Upregulated"
"ENSG00000271614",1.585314552,7.20720607596573e-09,"lncRNA","Upregulated"
"ENSG00000235872",-1.87891197,7.78507420695007e-09,"lncRNA","Downregulated"
"ENSG00000298118",2.836526859,9.78822995492994e-09,"lncRNA","Upregulated"
"ENSG00000298211",4.971692219,1.00334991985987e-08,"lncRNA","Upregulated"
"ENSG00000288833",1.2627201,1.31848826459414e-08,"lncRNA","Upregulated"
"ENSG00000281358",-2.332578039,1.48643433600366e-08,"lncRNA","Downregulated"
"ENSG00000305011",-4.218066832,1.58703678169032e-08,"lncRNA","Downregulated"
"ENSG00000300654",2.566150068,2.0241107225502e-08,"lncRNA","Upregulated"
"ENSG00000301424",4.447611552,2.0612819905012e-08,"lncRNA","Upregulated"
"ENSG00000251230",3.031532765,2.13751132421338e-08,"lncRNA","Upregulated"
"ENSG00000306166",1.808558648,2.73312235953157e-08,"lncRNA","Upregulated"
"ENSG00000251867",3.045122873,2.81188691109816e-08,"lncRNA","Upregulated"
"ENSG00000288064",2.520340182,3.24730813341507e-08,"lncRNA","Upregulated"
"ENSG00000254894",3.574091341,3.2738387461537e-08,"lncRNA","Upregulated"
"ENSG00000306083",2.812483006,3.52370384113374e-08,"lncRNA","Upregulated"
"ENSG00000237499",2.82261627,3.57614384979787e-08,"lncRNA","Upregulated"
"ENSG00000299597",-1.186578286,3.57614384979787e-08,"lncRNA","Downregulated"
"ENSG00000296685",2.326631243,4.10504597793362e-08,"lncRNA","Upregulated"
"ENSG00000303544",1.923864627,4.13301926284645e-08,"lncRNA","Upregulated"
"ENSG00000267125",-1.532287488,4.46108839197822e-08,"lncRNA","Downregulated"
"ENSG00000235531",1.869503793,4.48619098619051e-08,"lncRNA","Upregulated"
"ENSG00000266708",1.469209831,4.83007330537256e-08,"lncRNA","Upregulated"
"ENSG00000298887",4.284354729,4.90932887028466e-08,"lncRNA","Upregulated"
"ENSG00000300642",2.370442667,5.1613522814347e-08,"lncRNA","Upregulated"
"ENSG00000231840",3.924796742,5.1613522814347e-08,"lncRNA","Upregulated"
"ENSG00000231858",2.414387858,6.36443234327572e-08,"lncRNA","Upregulated"
"ENSG00000308589",4.22001087,6.5104749497854e-08,"lncRNA","Upregulated"
"ENSG00000260267",1.528810363,6.61533109282358e-08,"lncRNA","Upregulated"
"ENSG00000302548",3.498385371,6.67770136240506e-08,"lncRNA","Upregulated"
"ENSG00000305351",3.730715076,7.23055091143634e-08,"lncRNA","Upregulated"
"ENSG00000177410",1.509235126,8.10199396297122e-08,"lncRNA","Upregulated"
"ENSG00000284669",2.631183738,9.0058400570538e-08,"lncRNA","Upregulated"
"ENSG00000257452",2.005798505,9.22036455893758e-08,"lncRNA","Upregulated"
"ENSG00000294869",7.196074012,9.35893846827741e-08,"lncRNA","Upregulated"
"ENSG00000308028",1.453539016,9.35893846827741e-08,"lncRNA","Upregulated"
"ENSG00000271032",2.730176069,9.38775645781973e-08,"lncRNA","Upregulated"
"ENSG00000262112",1.340222937,9.74628834638348e-08,"lncRNA","Upregulated"
"ENSG00000298184",2.596786644,9.83840154949203e-08,"lncRNA","Upregulated"
"ENSG00000246214",1.878186698,1.06479403786075e-07,"lncRNA","Upregulated"
"ENSG00000299144",4.154905245,1.13035930930936e-07,"lncRNA","Upregulated"
"ENSG00000256249",2.712390262,1.21463046966141e-07,"lncRNA","Upregulated"
"ENSG00000260206",-1.181146334,1.26881013469011e-07,"lncRNA","Downregulated"
"ENSG00000299648",-3.119421274,1.29477451469389e-07,"lncRNA","Downregulated"
"ENSG00000257202",1.167093391,1.55149357926697e-07,"lncRNA","Upregulated"
"ENSG00000287599",-4.03608801,1.55149357926697e-07,"lncRNA","Downregulated"
"ENSG00000307662",1.388617998,1.58251614880954e-07,"lncRNA","Upregulated"
"ENSG00000310259",-1.320158727,1.69350226179895e-07,"lncRNA","Downregulated"
"ENSG00000244676",2.596023691,1.82487946902481e-07,"lncRNA","Upregulated"
"ENSG00000233912",1.177595829,2.01212021998261e-07,"lncRNA","Upregulated"
"ENSG00000308366",2.484702735,2.08608252306359e-07,"lncRNA","Upregulated"
"ENSG00000262903",-1.187380759,2.42811731371211e-07,"lncRNA","Downregulated"
"ENSG00000288538",1.601710124,2.52930614528574e-07,"lncRNA","Upregulated"
"ENSG00000254693",1.185792586,2.55575754049375e-07,"lncRNA","Upregulated"
"ENSG00000222047",-2.884554526,3.04662612307417e-07,"lncRNA","Downregulated"
"ENSG00000261312",-1.505253809,3.19115642556861e-07,"lncRNA","Downregulated"
"ENSG00000294184",1.546316098,3.52286573312077e-07,"lncRNA","Upregulated"
"ENSG00000249173",5.125900119,3.58078634865177e-07,"lncRNA","Upregulated"
"ENSG00000299228",-1.200162851,3.73520986973544e-07,"lncRNA","Downregulated"
"ENSG00000287299",0.973524873,4.0473939249852e-07,"lncRNA","Upregulated"
"ENSG00000295574",2.6951735,4.74616582241213e-07,"lncRNA","Upregulated"
"ENSG00000263843",-1.18860942,6.09838088569072e-07,"lncRNA","Downregulated"
"ENSG00000289866",3.305716626,6.17877146772017e-07,"lncRNA","Upregulated"
"ENSG00000251661",2.446884176,6.18579868897564e-07,"lncRNA","Upregulated"
"ENSG00000291159",-1.060272581,6.47100960495616e-07,"lncRNA","Downregulated"
"ENSG00000310075",1.183146484,6.50699594244056e-07,"lncRNA","Upregulated"
"ENSG00000260285",3.274020849,6.59146028750895e-07,"lncRNA","Upregulated"
"ENSG00000305063",1.598178169,8.25778934299349e-07,"lncRNA","Upregulated"
"ENSG00000308888",-1.628004996,8.46593157512517e-07,"lncRNA","Downregulated"
"ENSG00000296179",-3.389871751,8.89182022352202e-07,"lncRNA","Downregulated"
"ENSG00000244586",5.354103538,9.18492660291489e-07,"lncRNA","Upregulated"
"ENSG00000309719",-1.288751913,9.37042330686348e-07,"lncRNA","Downregulated"
"ENSG00000223646",1.33597576,9.40321895034836e-07,"lncRNA","Upregulated"
"ENSG00000291155",6.974906249,1.03370895533133e-06,"lncRNA","Upregulated"
"ENSG00000295475",1.154997545,1.06795689180554e-06,"lncRNA","Upregulated"
"ENSG00000285921",1.339839202,1.2139470125138e-06,"lncRNA","Upregulated"
"ENSG00000297004",1.363076119,1.29058137394668e-06,"lncRNA","Upregulated"
"ENSG00000244265",1.896652011,1.51781542461415e-06,"lncRNA","Upregulated"
"ENSG00000287286",1.595144249,1.67724029552164e-06,"lncRNA","Upregulated"
"ENSG00000289970",3.692974956,1.74869534198335e-06,"lncRNA","Upregulated"
"ENSG00000301463",2.002449948,1.75780706652279e-06,"lncRNA","Upregulated"
"ENSG00000228317",1.477619094,1.75782895507676e-06,"lncRNA","Upregulated"
"ENSG00000230648",1.354410933,1.76874436178045e-06,"lncRNA","Upregulated"
"ENSG00000266978",1.416975148,1.76874436178045e-06,"lncRNA","Upregulated"
"ENSG00000263753",-1.10714607,1.78262403665015e-06,"lncRNA","Downregulated"
"ENSG00000226149",2.502328797,1.95535577290053e-06,"lncRNA","Upregulated"
"ENSG00000223923",1.565895129,2.39391954665058e-06,"lncRNA","Upregulated"
"ENSG00000263069",1.566807498,2.47087719742574e-06,"lncRNA","Upregulated"
"ENSG00000276842",-2.188465326,2.71012991279541e-06,"lncRNA","Downregulated"
"ENSG00000258761",1.911062009,2.81606323252471e-06,"lncRNA","Upregulated"
"ENSG00000229962",2.666152991,2.84132334155897e-06,"lncRNA","Upregulated"
"ENSG00000283849",3.23090456,2.9249635687632e-06,"lncRNA","Upregulated"
"ENSG00000234393",2.629749027,2.9249635687632e-06,"lncRNA","Upregulated"
"ENSG00000258449",-1.715481444,2.96943101673028e-06,"lncRNA","Downregulated"
"ENSG00000287998",4.198468307,3.08949558476277e-06,"lncRNA","Upregulated"
"ENSG00000180539",-2.082837212,3.12063935993379e-06,"lncRNA","Downregulated"
"ENSG00000298154",3.017031046,3.12063935993379e-06,"lncRNA","Upregulated"
"ENSG00000257225",3.071794209,3.36877660729929e-06,"lncRNA","Upregulated"
"ENSG00000232043",0.830998537,3.40566641347589e-06,"lncRNA","Upregulated"
"ENSG00000225963",1.982596202,3.48258738245387e-06,"lncRNA","Upregulated"
"ENSG00000245904",2.251547648,3.59918975971091e-06,"lncRNA","Upregulated"
"ENSG00000267980",-0.963997105,3.74647709952939e-06,"lncRNA","Downregulated"
"ENSG00000268812",2.895149125,3.76982823002832e-06,"lncRNA","Upregulated"
"ENSG00000197536",2.233910322,3.8064143663752e-06,"lncRNA","Upregulated"
"ENSG00000287644",-1.850482611,4.21929367771252e-06,"lncRNA","Downregulated"
"ENSG00000257167",1.403592287,4.3029662194243e-06,"lncRNA","Upregulated"
"ENSG00000226167",-1.146289715,4.5741860945994e-06,"lncRNA","Downregulated"
"ENSG00000307240",1.197498921,4.79265719858972e-06,"lncRNA","Upregulated"
"ENSG00000286856",1.201811365,4.98934721573211e-06,"lncRNA","Upregulated"
"ENSG00000288727",-1.49833769,5.67205988721386e-06,"lncRNA","Downregulated"
"ENSG00000305608",-2.169064351,6.43247197534732e-06,"lncRNA","Downregulated"
"ENSG00000258096",-1.216524056,6.93877552699458e-06,"lncRNA","Downregulated"
"ENSG00000310267",1.242070821,7.27489468862373e-06,"lncRNA","Upregulated"
"ENSG00000288933",-1.091772987,7.81297509140262e-06,"lncRNA","Downregulated"
"ENSG00000250155",2.412430349,8.53794264721666e-06,"lncRNA","Upregulated"
"ENSG00000235478",-2.545197488,8.58556990690631e-06,"lncRNA","Downregulated"
"ENSG00000260661",1.899994868,8.90774641453082e-06,"lncRNA","Upregulated"
"ENSG00000267278",-1.392474227,8.97823566505316e-06,"lncRNA","Downregulated"
"ENSG00000260934",-0.835725777,9.31993489675093e-06,"lncRNA","Downregulated"
"ENSG00000296409",3.38972301,9.37901723277995e-06,"lncRNA","Upregulated"
"ENSG00000254453",3.308278224,9.50680906463514e-06,"lncRNA","Upregulated"
"ENSG00000299339",4.132501326,1.04135313553282e-05,"lncRNA","Upregulated"
"ENSG00000271725",-1.76298936,1.05072647133995e-05,"lncRNA","Downregulated"
"ENSG00000263986",-0.987489145,1.05783221422371e-05,"lncRNA","Downregulated"
"ENSG00000305154",4.077594337,1.05783221422371e-05,"lncRNA","Upregulated"
"ENSG00000304694",-1.363472063,1.07311415989563e-05,"lncRNA","Downregulated"
"ENSG00000270504",1.404411887,1.15546556731953e-05,"lncRNA","Upregulated"
"ENSG00000255629",2.087886094,1.17077169866129e-05,"lncRNA","Upregulated"
"ENSG00000231794",-1.542760743,1.21062220426941e-05,"lncRNA","Downregulated"
"ENSG00000286802",5.227268491,1.21358466834208e-05,"lncRNA","Upregulated"
"ENSG00000253358",-1.572171166,1.2604699630401e-05,"lncRNA","Downregulated"
"ENSG00000305969",-2.843931258,1.27595958040047e-05,"lncRNA","Downregulated"
"ENSG00000299666",1.115878571,1.27595958040047e-05,"lncRNA","Upregulated"
"ENSG00000289009",3.044610594,1.36904693066362e-05,"lncRNA","Upregulated"
"ENSG00000289987",2.57015502,1.45071835852862e-05,"lncRNA","Upregulated"
"ENSG00000296406",2.767242436,1.48150389526408e-05,"lncRNA","Upregulated"
"ENSG00000230530",1.202341948,1.63691390962593e-05,"lncRNA","Upregulated"
"ENSG00000308327",1.659184766,1.70575641874458e-05,"lncRNA","Upregulated"
"ENSG00000236472",-1.26339621,1.70612364760335e-05,"lncRNA","Downregulated"
"ENSG00000285632",-1.049139604,1.79000688252441e-05,"lncRNA","Downregulated"
"ENSG00000307619",3.924813881,1.80565186122061e-05,"lncRNA","Upregulated"
"ENSG00000293047",4.501161758,1.80898519417819e-05,"lncRNA","Upregulated"
"ENSG00000249502",2.120917285,1.8773402935707e-05,"lncRNA","Upregulated"
"ENSG00000302030",2.215203796,1.9398776316447e-05,"lncRNA","Upregulated"
"ENSG00000269145",-1.274927497,1.94429299567828e-05,"lncRNA","Downregulated"
"ENSG00000296209",1.283494279,1.96436210753067e-05,"lncRNA","Upregulated"
"ENSG00000289211",1.943875684,1.97687245002113e-05,"lncRNA","Upregulated"
"ENSG00000309559",3.557224341,2.18696366434308e-05,"lncRNA","Upregulated"
"ENSG00000294723",4.40880857,2.19731245705352e-05,"lncRNA","Upregulated"
"ENSG00000289365",2.680903657,2.30215384550112e-05,"lncRNA","Upregulated"
"ENSG00000258875",-1.067505065,2.34988745403204e-05,"lncRNA","Downregulated"
"ENSG00000255031",-1.161477364,2.37342967014196e-05,"lncRNA","Downregulated"
"ENSG00000261532",-1.281251884,2.37342967014196e-05,"lncRNA","Downregulated"
"ENSG00000245311",1.094479676,2.64985552243483e-05,"lncRNA","Upregulated"
"ENSG00000299152",3.941210021,2.67347686757728e-05,"lncRNA","Upregulated"
"ENSG00000262151",-1.755251827,2.83600486137467e-05,"lncRNA","Downregulated"
"ENSG00000223901",1.229956743,3.13616081993736e-05,"lncRNA","Upregulated"
"ENSG00000289537",-0.998255114,3.17620730038486e-05,"lncRNA","Downregulated"
"ENSG00000300304",2.241577783,3.20337342652707e-05,"lncRNA","Upregulated"
"ENSG00000239569",1.320250984,3.31413301476084e-05,"lncRNA","Upregulated"
"ENSG00000301681",1.036196385,3.33179341024125e-05,"lncRNA","Upregulated"
"ENSG00000293616",-0.790572723,3.36440491077259e-05,"lncRNA","Downregulated"
"ENSG00000261604",1.25505588,3.36440491077259e-05,"lncRNA","Upregulated"
"ENSG00000234807",1.971629812,3.4078719329018e-05,"lncRNA","Upregulated"
"ENSG00000289121",-1.267569987,3.42076256792164e-05,"lncRNA","Downregulated"
"ENSG00000228830",-1.188577615,3.46579027545368e-05,"lncRNA","Downregulated"
"ENSG00000225889",3.586230502,3.53744567031099e-05,"lncRNA","Upregulated"
"ENSG00000238280",-1.199510268,3.86412625538076e-05,"lncRNA","Downregulated"
"ENSG00000225216",1.075218416,3.93503923276116e-05,"lncRNA","Upregulated"
"ENSG00000272273",3.583876488,4.21525422391727e-05,"lncRNA","Upregulated"
"ENSG00000255252",1.403446533,4.22396844695655e-05,"lncRNA","Upregulated"
"ENSG00000246477",0.783363315,4.54316605339211e-05,"lncRNA","Upregulated"
"ENSG00000306272",-1.056341426,4.98757393569018e-05,"lncRNA","Downregulated"
"ENSG00000285664",2.498301651,5.05202045195273e-05,"lncRNA","Upregulated"
"ENSG00000288934",1.231621774,5.0523131961624e-05,"lncRNA","Upregulated"
"ENSG00000294489",-1.346516693,5.34756088881686e-05,"lncRNA","Downregulated"
"ENSG00000272841",2.32420265,5.47688135193325e-05,"lncRNA","Upregulated"
"ENSG00000299179",2.215678888,5.48132799352624e-05,"lncRNA","Upregulated"
"ENSG00000304550",1.954343613,5.48479488778665e-05,"lncRNA","Upregulated"
"ENSG00000296923",1.147348173,5.58475919512025e-05,"lncRNA","Upregulated"
"ENSG00000303109",3.403911301,6.11008303172469e-05,"lncRNA","Upregulated"
"ENSG00000246334",-1.230080946,6.43948508606537e-05,"lncRNA","Downregulated"
"ENSG00000245025",-2.296795606,6.51067279973809e-05,"lncRNA","Downregulated"
"ENSG00000268845",-1.612249907,6.56731780060741e-05,"lncRNA","Downregulated"
"ENSG00000258504",-1.577731014,6.63709994231766e-05,"lncRNA","Downregulated"
"ENSG00000297128",4.142544668,6.88996460005293e-05,"lncRNA","Upregulated"
"ENSG00000237605",2.056126399,6.91741520027197e-05,"lncRNA","Upregulated"
"ENSG00000307067",-1.018850243,7.04253182520502e-05,"lncRNA","Downregulated"
"ENSG00000289757",1.041160011,7.76544126784941e-05,"lncRNA","Upregulated"
"ENSG00000298553",4.456428242,8.05343719341846e-05,"lncRNA","Upregulated"
"ENSG00000245112",1.16823764,8.28511076918444e-05,"lncRNA","Upregulated"
"ENSG00000253824",2.622441349,8.3360282240722e-05,"lncRNA","Upregulated"
"ENSG00000263657",-2.262169025,8.66871003929893e-05,"lncRNA","Downregulated"
"ENSG00000238123",-1.141886369,8.93680808909509e-05,"lncRNA","Downregulated"
"ENSG00000249252",1.230316614,9.01867658515623e-05,"lncRNA","Upregulated"
"ENSG00000286078",-0.815658781,9.38275944589576e-05,"lncRNA","Downregulated"
"ENSG00000230733",-1.1669231,9.40618703033634e-05,"lncRNA","Downregulated"
"ENSG00000308088",-1.971953422,9.40618703033634e-05,"lncRNA","Downregulated"
"ENSG00000255517",-1.571816658,9.59505402272963e-05,"lncRNA","Downregulated"
"ENSG00000247400",0.947804502,9.59505402272963e-05,"lncRNA","Upregulated"
"ENSG00000293799",1.148752392,0.000100717,"lncRNA","Upregulated"
"ENSG00000261076",6.48051347,0.000104353,"lncRNA","Upregulated"
"ENSG00000170919",1.181262423,0.000107708,"lncRNA","Upregulated"
"ENSG00000224046",1.412970827,0.000112153,"lncRNA","Upregulated"
"ENSG00000297418",2.593038827,0.000113786,"lncRNA","Upregulated"
"ENSG00000235637",-3.47431051,0.000124096,"lncRNA","Downregulated"
"ENSG00000241135",0.851866465,0.000124627,"lncRNA","Upregulated"
"ENSG00000229664",2.073900536,0.00013072,"lncRNA","Upregulated"
"ENSG00000299114",4.605456925,0.000133559,"lncRNA","Upregulated"
"ENSG00000293818",-0.818149787,0.000136567,"lncRNA","Downregulated"
"ENSG00000243550",1.214169767,0.000144901,"lncRNA","Upregulated"
"ENSG00000255389",1.829298542,0.000147244,"lncRNA","Upregulated"
"ENSG00000265784",-0.920350707,0.000153855,"lncRNA","Downregulated"
"ENSG00000289562",1.213140418,0.000156585,"lncRNA","Upregulated"
"ENSG00000229980",-1.634386252,0.000156789,"lncRNA","Downregulated"
"ENSG00000235381",2.375057977,0.000163896,"lncRNA","Upregulated"
"ENSG00000255521",1.351488374,0.000169679,"lncRNA","Upregulated"
"ENSG00000294729",0.957282871,0.000179732,"lncRNA","Upregulated"
"ENSG00000259307",-2.395560026,0.00018021,"lncRNA","Downregulated"
"ENSG00000260059",-0.848636655,0.000189305,"lncRNA","Downregulated"
"ENSG00000225850",-2.32393763,0.000189305,"lncRNA","Downregulated"
"ENSG00000309800",0.661207525,0.000189616,"lncRNA","Upregulated"
"ENSG00000304061",4.193762834,0.000197754,"lncRNA","Upregulated"
"ENSG00000298322",1.186651975,0.000198731,"lncRNA","Upregulated"
"ENSG00000272572",-1.130284426,0.000209394,"lncRNA","Downregulated"
"ENSG00000276863",1.33186865,0.000209859,"lncRNA","Upregulated"
"ENSG00000225057",-1.907204252,0.000211338,"lncRNA","Downregulated"
"ENSG00000227591",3.255780849,0.000215491,"lncRNA","Upregulated"
"ENSG00000305852",-1.714926957,0.000217117,"lncRNA","Downregulated"
"ENSG00000309609",2.026521908,0.000217282,"lncRNA","Upregulated"
"ENSG00000258377",0.627547231,0.000219824,"lncRNA","Upregulated"
"ENSG00000303318",6.12386425,0.000220988,"lncRNA","Upregulated"
